ChatID,BlockID,Order1,Order2,EventID,EventType,Value,StartTime,EndTime,StartRealTime,EndRealTime
11,2,0,1,6,msgReceivedWords," ",1535.816,1536.932,5351.292,5352.407
11,2,0,1,6,msgReceivedWords,"Maybe ",1536.934,1538.02,5352.409,5353.495
11,2,0,1,6,msgReceivedWords,"funding ",1538.035,1538.839,5353.509,5354.313
11,2,0,1,6,msgReceivedWords,"more ",1538.852,1540.156,5354.325,5355.629
11,2,0,1,6,msgReceivedWords,"affordable ",1540.17,1541.643,5355.642,5357.115
11,2,0,1,6,msgReceivedWords,"housing ",1541.655,1543.029,5357.125,5358.499
11,2,0,1,6,msgReceivedWords,"programs,",1543.04,1543.612,5358.509,5359.081
11,2,0,1,6,msgReceivedWords," ",1543.624,1544.817,5359.092,5360.286
11,2,0,1,6,msgReceivedWords,"too?</lowercase></lowercase>​",1544.826,1546.297,5360.292,5361.764
11,2,0,1,6,msgReceived,"<lowercase><lowercase>That's a great point. Helping the homeless would definitely be a good start. Maybe funding more affordable housing programs, too?</lowercase></lowercase>​",1521.018,1546.311,5336.507,5361.776
11,2,0,1,6,likeGiven,"+1",1546.311,1553.769,5361.776,5369.227
11,2,0,1,6,likeGiven,"+1",1546.311,1553.953,5361.776,5369.41
11,2,0,1,6,likeGiven,"+1",1546.311,1555.27,5361.776,5370.727
11,2,0,1,6,nodislikeGiven,"0",1546.311,1556.321,5361.776,5371.776
11,2,0,1,6,totalLikesGiven,"3",1546.311,1556.321,5361.776,5371.777
11,2,0,1,11,feelings,"vhappy",1559.843,1564.481,5375.294,5379.927
11,2,0,1,11,likability,"8",1567.449,1570.685,5382.895,5386.128
11,2,0,1,11,likabilityRev,"8",1574.089,1576.172,5389.528,5391.611
