ChatID,BlockID,Order1,Order2,EventID,EventType,Value,StartTime,EndTime,StartRealTime,EndRealTime
4,1,0,0,6,msgReceivedWords,"homogeneous ",344.9105,346.1192,2026.686,2027.895
4,1,0,0,6,msgReceivedWords,"country.",346.1275,347.1224,2027.903,2028.898
4,1,0,0,6,msgReceivedWords," ",347.1279,347.7336,2028.903,2029.509
4,1,0,0,6,msgReceivedWords,"Easy ",347.7448,348.7531,2029.52,2030.528
4,1,0,0,6,msgReceivedWords,"to ",348.7617,349.8307,2030.537,2031.606
4,1,0,0,6,msgReceivedWords,"criticize ",349.8454,350.6883,2031.62,2032.463
4,1,0,0,6,msgReceivedWords,"without ",350.6957,351.7239,2032.47,2033.498
4,1,0,0,6,msgReceivedWords,"considering ",351.7292,352.5473,2033.504,2034.322
4,1,0,0,6,msgReceivedWords,"context,",352.5628,353.6577,2034.337,2035.432
4,1,0,0,6,msgReceivedWords," ",353.6632,355.1487,2035.437,2036.922
4,1,0,0,6,msgReceivedWords,"right?</lowercase></lowercase>​",355.1636,356.6289,2036.937,2038.402
4,1,0,0,6,msgReceived,"<lowercase><lowercase>Economic impacts, huge industrial sectors, and a diverse climate across states. It's much harder than running a small homogeneous country. Easy to criticize without considering context, right?</lowercase></lowercase>​",322.804,356.6306,2004.585,2038.404
4,1,0,0,6,likeGiven,"+1",356.6306,358.9647,2038.405,2040.738
4,1,0,0,6,nodislikeGiven,"0",356.6306,366.6334,2038.405,2048.405
4,1,0,0,6,totalLikesGiven,"1",356.6306,366.6334,2038.405,2048.405
4,1,0,0,4,feelings,"displeasure",370.1677,375.3359,2051.939,2057.105
4,1,0,0,4,likability,"4",378.4702,385.3221,2060.239,2067.09
4,1,0,0,4,likabilityRev,"3",388.7232,392.4411,2070.49,2074.207
